Name,Handedness,Team,Opponent,Date,RGID
Hunter Greene,R,CIN,HOU,2023-06-17,2060921,668881,greenhu01
Brandon Bielak,R,HOU,CIN,2023-06-17,2039657,656232,bielabr01
Connor Seabold,R,COL,ATL,2023-06-17,2039865,657756,seaboco01
Bryce Elder,R,ATL,COL,2023-06-17,3456890,693821,elderbr01
Lucas Giolito,R,CHW,SEA,2023-06-17,35242,608337,giolilu01
Logan Gilbert,R,SEA,CHW,2023-06-17,2039132,669302,gilbelo01
Adam Wainwright,R,STL,NYM,2023-06-17,13385,425794,wainwad01
Kodai Senga,R,NYM,STL,2023-06-17,4552262,673540,sengako01
Griffin Canning,R,LAA,KCR,2023-06-17,980775,656288,cannigr01
Mike Mayers,R,KCR,LAA,2023-06-17,35328,594577,mayermi01
Clarke Schmidt,R,NYY,BOS,2023-06-17,2039028,657376,schmicl01
Brayan Bello,R,BOS,NYY,2023-06-17,3201947,678394,bellobr01
Zach Eflin,R,TBR,SDP,2023-06-17,35145,621107,eflinza01
Blake Snell,L,SDP,TBR,2023-06-17,22658,605483,snellbl01
Alex Wood,L,SFG,LAD,2023-06-17,15846,622072,woodal02
Bobby Miller,R,LAD,SFG,2023-06-17,2051949,676272,millebo06
Shane Bieber,R,CLE,ARI,2023-06-17,351838,669456,biebesh01
Tommy Henry,L,ARI,CLE,2023-06-17,2039352,674072,henryto01
Dean Kremer,R,BAL,CHC,2023-06-18,1451925,665152,kremede01
Jameson Taillon,R,CHC,BAL,2023-06-18,16116,592791,taillja01
Clarke Schmidt,R,NYY,BOS,2023-06-18,2039028,657376,schmicl01
Nick Pivetta,R,BOS,NYY,2023-06-18,36234,601713,pivetni01
Chase Anderson,R,COL,ATL,2023-06-18,16064,502624,anderch01
Charlie Morton,R,ATL,COL,2023-06-18,10985,450203,mortoch02
Jesus Luzardo,L,MIA,WAS,2023-06-18,1266776,666200,luzarje01
Patrick Corbin,L,WAS,MIA,2023-06-18,13434,571578,corbipa01
Matthew Liberatore,L,STL,NYM,2023-06-18,2040078,669461,liberma01
Carlos Carrasco,R,NYM,STL,2023-06-18,10678,471911,carraca01
Luke Weaver,R,CIN,HOU,2023-06-18,35644,596133,weavelu01
Ronel Blanco,R,HOU,CIN,2023-06-18,3448186,669854,blancro01
Tyler Anderson,L,LAA,KCR,2023-06-18,16126,542881,anderty01
Zack Greinke,R,KCR,LAA,2023-06-18,11175,425844,greinza01
Luis Ortiz,R,PIT,MIL,2023-06-18,3803321,682847,ortizlu03
Freddy Peralta,R,MIL,PIT,2023-06-18,42165,642547,peralfr01
Garrett Hill,R,DET,MIN,2023-06-18,3596207,,
Louie Varland,R,MIN,DET,2023-06-18,3783412,686973,varlalo01
Chris Bassitt,R,TOR,TEX,2023-06-18,17633,605135,bassich01
Jon Gray,R,TEX,TOR,2023-06-18,17630,592351,grayjo02
Zack Wheeler,R,PHI,OAK,2023-06-18,15862,554430,wheelza01
Hogan Harris,L,OAK,PHI,2023-06-18,4267224,663687,harriho03
Lance Lynn,R,CHW,SEA,2023-06-18,11292,458681,lynnla01
Bryce Miller,R,SEA,CHW,2023-06-18,4686360,682243,millebr04
Tanner Bibee,R,CLE,ARI,2023-06-18,4663938,676440,bibeeta01
Zach Davies,R,ARI,CLE,2023-06-18,22664,605200,davieza02
Yonny Chirinos,R,TBR,SDP,2023-06-18,38039,630023,chiriyo01
Joe Musgrove,R,SDP,TBR,2023-06-18,34672,605397,musgrjo01
Logan Webb,R,SFG,LAD,2023-06-18,814868,657277,webblo01
Tony Gonsolin,R,LAD,SFG,2023-06-18,935323,664062,gonsoto01
Luis Severino,R,NYY,BOS,2023-06-18,21546,622663,severlu01
Brayan Bello,R,BOS,NYY,2023-06-18,3201947,678394,bellobr01
Jack Flaherty,R,STL,WAS,2023-06-19,37542,656427,flaheja01
Josiah Gray,R,WAS,STL,2023-06-19,2039710,680686,grayjo03
Jose Berrios,R,TOR,MIA,2023-06-19,35029,621244,berrijo01
Bryan Hoeing,R,MIA,TOR,2023-06-19,3726614,663773,hoeinbr01
Jordan Lyles,R,KCR,DET,2023-06-19,11285,543475,lylesjo01
Reese Olson,R,DET,KCR,2023-06-19,4266773,681857,olsonre01
Drew Smyly,L,CHC,PIT,2023-06-19,13432,592767,smylydr01
Osvaldo Bido,R,PIT,CHC,2023-06-19,4831592,674370,bidoos01
Austin Gomber,L,COL,CIN,2023-06-19,38021,596295,gombeau01
Brandon Williamson,L,CIN,COL,2023-06-19,2039137,682227,willibr02
James Paxton,L,BOS,MIN,2023-06-19,15267,572020,paxtoja01
Pablo Lopez,R,MIN,BOS,2023-06-19,42487,641154,lopezpa01
Merrill Kelly,R,ARI,MIL,2023-06-19,16363,518876,kellyme01
Corbin Burnes,R,MIL,ARI,2023-06-19,449732,669203,burneco01
Andrew Heaney,L,TEX,CHW,2023-06-19,17566,571760,heanean01
Jesse Scholtens,R,CHW,TEX,2023-06-19,4581633,669947,scholje01
Max Scherzer,R,NYM,HOU,2023-06-19,10934,453286,scherma01
Hunter Brown,R,HOU,NYM,2023-06-19,3776186,686613,brownhu01
Michael Wacha,R,SDP,SFG,2023-06-19,15848,608379,wachami01
Ryan Walker,R,SFG,SDP,2023-06-19,4764548,676254,walkery01
Spencer Strider,R,ATL,PHI,2023-06-20,3116717,675911,stridsp01
Ranger Suarez,L,PHI,ATL,2023-06-20,38029,624133,suarera01
Yusei Kikuchi,L,TOR,MIA,2023-06-20,814189,579328,kikucyu01
Eury Perez,R,MIA,TOR,2023-06-20,4727031,691587,perezeu02
Kyle Bradish,R,BAL,TBR,2023-06-20,2106116,680694,bradiky01
Tyler Glasnow,R,TBR,BAL,2023-06-20,34679,607192,glasnty01
Daniel Lynch,L,KCR,DET,2023-06-20,2038876,663738,lynchda02
Michael Lorenzen,R,DET,KCR,2023-06-20,17488,547179,lorenmi01
George Kirby,R,SEA,NYY,2023-06-20,2039134,669923,kirbyge01
Gerrit Cole,R,NYY,SEA,2023-06-20,15859,543037,colege01
Marcus Stroman,R,CHC,PIT,2023-06-20,16408,573186,stromma01
Johan Oviedo,R,PIT,CHC,2023-06-20,2040079,670912,oviedjo01
Jordan Montgomery,L,STL,WAS,2023-06-20,36606,656756,montgjo01
MacKenzie Gore,L,WAS,STL,2023-06-20,2039965,669022,gorema01
Ken Waldichuk,L,OAK,CLE,2023-06-20,3763400,,
Luis Medina,R,CLE,OAK,2023-06-20,1452199,665622,medinlu02
Noah Davis,R,COL,CIN,2023-06-20,3202640,663562,davisno01
Ben Lively,R,CIN,COL,2023-06-20,36232,594902,livelbe01
Kutter Crawford,R,BOS,MIN,2023-06-20,3070067,676710,crawfku01
Bailey Ober,R,MIN,BOS,2023-06-20,2441077,641927,oberba01
Ryne Nelson,R,ARI,MIL,2023-06-20,3776185,669194,nelsory01
Colin Rea,R,MIL,ARI,2023-06-20,21810,607067,reaco01
Nathan Eovaldi,R,TEX,CHW,2023-06-20,11440,543135,eovalna01
Dylan Cease,R,CHW,TEX,2023-06-20,813864,656302,ceasedy01
Justin Verlander,R,NYM,HOU,2023-06-20,10908,434378,verlaju01
Framber Valdez,L,HOU,NYM,2023-06-20,503797,664285,valdefr01
Seth Lugo,R,SDP,SFG,2023-06-20,34718,607625,lugose01
Anthony DeSclafani,R,SFG,SDP,2023-06-20,17708,543101,desclan01
Clayton Kershaw,L,LAD,LAA,2023-06-20,10905,477132,kershcl01
Reid Detmers,L,LAA,LAD,2023-06-20,2038930,672282,detmere01
Kevin Gausman,R,TOR,MIA,2023-06-21,15840,592332,gausmke01
Sandy Alcantara,R,MIA,TOR,2023-06-21,37550,645261,alcansa01
Tyler Wells,R,BAL,TBR,2023-06-21,2500250,669330,wellsty01
Taj Bradley,R,TBR,BAL,2023-06-21,4267539,671737,bradlta01
Connor Seabold,R,COL,CIN,2023-06-21,2039865,657756,seaboco01
Andrew Abbott,L,CIN,COL,2023-06-21,4793713,671096,abbotan01
Kyle Hendricks,R,CHC,PIT,2023-06-21,16517,543294,hendrky01
Rich Hill,L,PIT,CHC,2023-06-21,11187,448179,hillri01
Brady Singer,R,KCR,DET,2023-06-21,2038877,663903,singebr01
Matthew Boyd,L,DET,KCR,2023-06-21,18952,571510,boydma01
Tylor Megill,R,NYM,HOU,2023-06-21,2949570,656731,megilty01
Cristian Javier,R,HOU,NYM,2023-06-21,1452665,664299,javiecr01
Zac Gallen,R,ARI,MIL,2023-06-21,1109352,668678,galleza01
Julio Teheran,R,MIL,ARI,2023-06-21,11191,527054,teherju01
Miles Mikolas,R,STL,WAS,2023-06-21,13737,571945,mikolmi01
Trevor Williams,R,WAS,STL,2023-06-21,35715,592866,willitr01
AJ Smith-Shawver,R,ATL,PHI,2023-06-21,4781778,700363,smithaj01
Aaron Nola,R,PHI,ATL,2023-06-21,21538,605400,nolaaa01
Luis Castillo,R,SEA,NYY,2023-06-21,15729,622491,castilu02
Jhony Brito,R,NYY,SEA,2023-06-21,4061565,666745,britojh01
Paul Blackburn,R,OAK,CLE,2023-06-21,36242,621112,blackpa01
Gavin Williams,R,CLE,OAK,2023-06-21,4860673,668909,
Garrett Whitlock,R,BOS,MIN,2023-06-21,2500210,676477,whitlga01
Sonny Gray,R,MIN,BOS,2023-06-21,14979,543243,grayso01
Martin Perez,L,TEX,CHW,2023-06-21,13502,527048,perezma02
Michael Kopech,R,CHW,TEX,2023-06-21,500626,656629,kopecmi01
Michael Grove,R,LAD,LAA,2023-06-21,2039711,675627,grovemi01
Shohei Ohtani,R,LAA,LAD,2023-06-21,41843,660271,ohtansh01
Yu Darvish,R,SDP,SFG,2023-06-21,13412,506433,darviyu01
Ryan Walker,R,SFG,SDP,2023-06-21,4764548,676254,walkery01
Bryce Elder,R,ATL,PHI,2023-06-22,3456890,693821,elderbr01
Aaron Nola,R,PHI,ATL,2023-06-22,21538,605400,nolaaa01
Tommy Henry,L,ARI,WAS,2023-06-22,2039352,674072,henryto01
Jake Irvin,R,WAS,ARI,2023-06-22,2040132,663623,irvinja01
JP Sears,L,OAK,CLE,2023-06-22,3203908,676664,searsjp01
Logan Allen,L,CLE,OAK,2023-06-22,4652998,671106,allenlo02
Justin Garza,R,BOS,MIN,2023-06-22,2950435,621057,garzaju01
Brandon Walter,L,MIN,BOS,2023-06-22,4061014,,
Blake Snell,L,SDP,SFG,2023-06-22,22658,605483,snellbl01
Alex Wood,L,SFG,SDP,2023-06-22,15846,622072,woodal02
Jose Cuas,R,KCR,TBR,2023-06-22,3538364,621016,cuasjo01
Shane McClanahan,L,TBR,KCR,2023-06-22,2039185,663556,mcclash01
Mitch Keller,R,PIT,MIA,2023-06-22,814787,656605,kellemi03
Braxton Garrett,L,MIA,PIT,2023-06-22,2039597,666129,garrebr01
Bryan Woo,R,SEA,NYY,2023-06-22,4785723,693433,woobr01
Domingo German,R,NYY,SEA,2023-06-22,22659,593334,germado01
Zack Greinke,R,KCR,TBR,2023-06-23,11175,425844,greinza01
Zach Eflin,R,TBR,KCR,2023-06-23,35145,621107,eflinza01
Kenta Maeda,R,MIN,DET,2023-06-23,34693,628317,maedake01
Joey Wentz,L,DET,MIN,2023-06-23,2440928,666214,wentzjo01
AJ Smith-Shawver,R,ATL,CIN,2023-06-23,4781778,700363,smithaj01
Luke Weaver,R,CIN,ATL,2023-06-23,35644,596133,weavelu01
Luis Ortiz,R,PIT,MIA,2023-06-23,3803321,682847,ortizlu03
Jesus Luzardo,L,MIA,PIT,2023-06-23,1266776,666200,luzarje01
Logan Gilbert,R,SEA,BAL,2023-06-23,2039132,669302,gilbelo01
Kyle Gibson,R,BAL,SEA,2023-06-23,15867,502043,gibsoky01
Dane Dunning,R,TEX,NYY,2023-06-23,1451963,641540,dunnida01
Clarke Schmidt,R,NYY,TEX,2023-06-23,2039028,657376,schmicl01
Kodai Senga,R,NYM,PHI,2023-06-23,4552262,673540,sengako01
Taijuan Walker,R,PHI,NYM,2023-06-23,15266,592836,walketa01
James Kaprielian,R,OAK,TOR,2023-06-23,814149,621076,kaprija01
Chris Bassitt,R,TOR,OAK,2023-06-23,17633,605135,bassich01
Wade Miley,L,MIL,CLE,2023-06-23,11462,489119,mileywa01
Shane Bieber,R,CLE,MIL,2023-06-23,351838,669456,biebesh01
Brayan Bello,R,BOS,CHW,2023-06-23,3201947,678394,bellobr01
Lucas Giolito,R,CHW,BOS,2023-06-23,35242,608337,giolilu01
Patrick Sandoval,L,LAA,COL,2023-06-23,1210009,663776,sandopa02
Kyle Freeland,L,COL,LAA,2023-06-23,36592,607536,freelky01
Patrick Corbin,L,WAS,SDP,2023-06-23,13434,571578,corbipa01
Joe Musgrove,R,SDP,WAS,2023-06-23,34672,605397,musgrjo01
J.P. France,R,HOU,LAD,2023-06-23,4266813,641585,francjp01
Emmet Sheehan,R,LAD,HOU,2023-06-23,4843650,686218,sheehem01
Zach Davies,R,ARI,SFG,2023-06-23,22664,605200,davieza02
Logan Webb,R,SFG,ARI,2023-06-23,814868,657277,webblo01
Justin Steele,L,CHC,STL,2023-06-24,814426,657006,steelju01
Adam Wainwright,R,STL,CHC,2023-06-24,13385,425794,wainwad01
Jon Gray,R,TEX,NYY,2023-06-24,17630,592351,grayjo02
Luis Severino,R,NYY,TEX,2023-06-24,21546,622663,severlu01
Bryce Miller,R,SEA,BAL,2023-06-24,4686360,682243,millebr04
Dean Kremer,R,BAL,SEA,2023-06-24,1451925,665152,kremede01
Max Scherzer,R,NYM,PHI,2023-06-24,10934,453286,scherma01
Cristopher Sanchez,L,PHI,NYM,2023-06-24,1452820,650911,sanchcr01
Merrill Kelly,R,ARI,SFG,2023-06-24,16363,518876,kellyme01
Ryan Walker,R,SFG,ARI,2023-06-24,4764548,676254,walkery01
Hogan Harris,L,OAK,TOR,2023-06-24,4267224,663687,harriho03
Jose Berrios,R,TOR,OAK,2023-06-24,35029,621244,berrijo01
Freddy Peralta,R,MIL,CLE,2023-06-24,42165,642547,peralfr01
Tanner Bibee,R,CLE,MIL,2023-06-24,4663938,676440,bibeeta01
James Paxton,L,BOS,CHW,2023-06-24,15267,572020,paxtoja01
Lance Lynn,R,CHW,BOS,2023-06-24,11292,458681,lynnla01
Jordan Lyles,R,KCR,TBR,2023-06-24,11285,543475,lylesjo01
Yonny Chirinos,R,TBR,KCR,2023-06-24,38039,630023,chiriyo01
Osvaldo Bido,R,PIT,MIA,2023-06-24,4831592,674370,bidoos01
Bryan Hoeing,R,MIA,PIT,2023-06-24,3726614,663773,hoeinbr01
Jared Shuster,L,ATL,CIN,2023-06-24,2039403,694363,shustja01
Graham Ashcraft,R,CIN,ATL,2023-06-24,3522094,668933,ashcrgr01
Pablo Lopez,R,MIN,DET,2023-06-24,42487,641154,lopezpa01
Reese Olson,R,DET,MIN,2023-06-24,4266773,681857,olsonre01
Ronel Blanco,R,HOU,LAD,2023-06-24,3448186,669854,blancro01
Bobby Miller,R,LAD,HOU,2023-06-24,2051949,676272,millebo06
Josiah Gray,R,WAS,SDP,2023-06-24,2039710,680686,grayjo03
Matt Waldron,R,SDP,WAS,2023-06-24,4872770,663362,
Griffin Canning,R,LAA,COL,2023-06-24,980775,656288,cannigr01
Chase Anderson,R,COL,LAA,2023-06-24,16064,502624,anderch01
Marcus Stroman,R,CHC,STL,2023-06-25,16408,573186,stromma01
Matthew Liberatore,L,STL,CHC,2023-06-25,2040078,669461,liberma01
Bailey Ober,R,MIN,DET,2023-06-25,2441077,641927,oberba01
Michael Lorenzen,R,DET,MIN,2023-06-25,17488,547179,lorenmi01
Nathan Eovaldi,R,TEX,NYY,2023-06-25,11440,543135,eovalna01
Gerrit Cole,R,NYY,TEX,2023-06-25,15859,543037,colege01
George Kirby,R,SEA,BAL,2023-06-25,2039134,669923,kirbyge01
Kyle Bradish,R,BAL,SEA,2023-06-25,2106116,680694,bradiky01
Carlos Carrasco,R,NYM,PHI,2023-06-25,10678,471911,carraca01
Zack Wheeler,R,PHI,NYM,2023-06-25,15862,554430,wheelza01
Luis Medina,R,OAK,TOR,2023-06-25,1452199,665622,medinlu02
Yusei Kikuchi,L,TOR,OAK,2023-06-25,814189,579328,kikucyu01
Daniel Lynch,L,KCR,TBR,2023-06-25,2038876,663738,lynchda02
Tyler Glasnow,R,TBR,KCR,2023-06-25,34679,607192,glasnty01
Charlie Morton,R,ATL,CIN,2023-06-25,10985,450203,mortoch02
Levi Stoudt,R,CIN,ATL,2023-06-25,4266622,,
Corbin Burnes,R,MIL,CLE,2023-06-25,449732,669203,burneco01
Aaron Civale,R,CLE,MIL,2023-06-25,1119021,650644,civalaa01
Johan Oviedo,R,PIT,MIA,2023-06-25,2040079,670912,oviedjo01
Eury Perez,R,MIA,PIT,2023-06-25,4727031,691587,perezeu02
Kutter Crawford,R,BOS,CHW,2023-06-25,3070067,676710,crawfku01
Jesse Scholtens,R,CHW,BOS,2023-06-25,4581633,,
Tyler Anderson,L,LAA,COL,2023-06-25,16126,542881,anderty01
Austin Gomber,L,COL,LAA,2023-06-25,38021,596295,gombeau01
Ryne Nelson,R,ARI,SFG,2023-06-25,3776185,669194,nelsory01
Anthony DeSclafani,R,SFG,ARI,2023-06-25,17708,543101,desclan01
MacKenzie Gore,L,WAS,SDP,2023-06-25,2039965,669022,gorema01
Seth Lugo,R,SDP,WAS,2023-06-25,34718,607625,lugose01
Hunter Brown,R,HOU,LAD,2023-06-25,3776186,686613,brownhu01
Tony Gonsolin,R,LAD,HOU,2023-06-25,935323,664062,gonsoto01
Brandon Williamson,L,CIN,BAL,2023-06-26,2039137,682227,willibr02
Cole Irvin,L,BAL,CIN,2023-06-26,1016169,608344,irvinco01
Colin Rea,R,MIL,NYM,2023-06-26,21810,607067,reaco01
Justin Verlander,R,NYM,MIL,2023-06-26,10908,434378,verlaju01
Sonny Gray,R,MIN,ATL,2023-06-26,14979,543243,grayso01
Spencer Strider,R,ATL,MIN,2023-06-26,3116717,675911,stridsp01
Matthew Boyd,L,DET,TEX,2023-06-26,18952,571510,boydma01
Andrew Heaney,L,TEX,DET,2023-06-26,17566,571760,heanean01
Dylan Cease,R,CHW,LAA,2023-06-26,813864,656302,ceasedy01
Reid Detmers,L,LAA,CHW,2023-06-26,2038930,672282,detmere01
Trevor Williams,R,WAS,SEA,2023-06-26,35715,592866,willitr01
Luis Castillo,R,SEA,WAS,2023-06-26,15729,622491,castilu02
Yu Darvish,R,SDP,PIT,2023-06-27,13412,506433,darviyu01
Rich Hill,L,PIT,SDP,2023-06-27,11187,448179,hillri01
Andrew Abbott,L,CIN,BAL,2023-06-27,4793713,671096,abbotan01
Tyler Wells,R,BAL,CIN,2023-06-27,2500250,669330,wellsty01
Ryan Walker,R,SFG,TOR,2023-06-27,4764548,676254,walkery01
Kevin Gausman,R,TOR,SFG,2023-06-27,15840,592332,gausmke01
Julio Teheran,R,MIL,NYM,2023-06-27,11191,527054,teherju01
David Peterson,L,NYM,MIL,2023-06-27,2039813,656849,peterda01
Sandy Alcantara,R,MIA,BOS,2023-06-27,37550,645261,alcansa01
Garrett Whitlock,R,BOS,MIA,2023-06-27,2500210,676477,whitlga01
Joe Ryan,R,MIN,ATL,2023-06-27,2039186,657746,ryanjo04
Bryce Elder,R,ATL,MIN,2023-06-27,3456890,693821,elderbr01
Framber Valdez,L,HOU,STL,2023-06-27,503797,664285,valdefr01
Jordan Montgomery,L,STL,HOU,2023-06-27,36606,656756,montgjo01
Matt Manning,R,DET,TEX,2023-06-27,2038818,666159,mannima02
Martin Perez,L,TEX,DET,2023-06-27,13502,527048,perezma02
Ranger Suarez,L,PHI,CHC,2023-06-27,38029,624133,suarera01
Jameson Taillon,R,CHC,PHI,2023-06-27,16116,592791,taillja01
Gavin Williams,R,CLE,KCR,2023-06-27,4860673,668909,williga01
Brady Singer,R,KCR,CLE,2023-06-27,2038877,663903,singebr01
Clayton Kershaw,L,LAD,COL,2023-06-27,10905,477132,kershcl01
Connor Seabold,R,COL,LAD,2023-06-27,2039865,657756,seaboco01
Michael Kopech,R,CHW,LAA,2023-06-27,500626,656629,kopecmi01
Shohei Ohtani,R,LAA,CHW,2023-06-27,41843,660271,ohtansh01
Taj Bradley,R,TBR,ARI,2023-06-27,4267539,671737,bradlta01
Zac Gallen,R,ARI,TBR,2023-06-27,1109352,668678,galleza01
Jhony Brito,R,NYY,OAK,2023-06-27,4061565,666745,britojh01
Paul Blackburn,R,OAK,NYY,2023-06-27,36242,621112,blackpa01
Jake Irvin,R,WAS,SEA,2023-06-27,2040132,663623,irvinja01
Bryan Woo,R,SEA,WAS,2023-06-27,4785723,693433,woobr01
Kenta Maeda,R,MIN,ATL,2023-06-28,34693,628317,maedake01
Kolby Allard,L,ATL,MIN,2023-06-28,480013,663465,allarko01
Patrick Corbin,L,WAS,SEA,2023-06-28,13434,571578,corbipa01
Logan Gilbert,R,SEA,WAS,2023-06-28,2039132,669302,gilbelo01
Luke Weaver,R,CIN,BAL,2023-06-28,35644,596133,weavelu01
Kyle Gibson,R,BAL,CIN,2023-06-28,15867,502043,gibsoky01
Blake Snell,L,SDP,PIT,2023-06-28,22658,605483,snellbl01
Mitch Keller,R,PIT,SDP,2023-06-28,814787,656605,kellemi03
Logan Webb,R,SFG,TOR,2023-06-28,814868,657277,webblo01
Trevor Richards,R,TOR,SFG,2023-06-28,203494,670950,richatr01
Braxton Garrett,L,MIA,BOS,2023-06-28,2039597,666129,garrebr01
Kaleb Ort,R,BOS,MIA,2023-06-28,3079203,,
Wade Miley,L,MIL,NYM,2023-06-28,11462,489119,mileywa01
Kodai Senga,R,NYM,MIL,2023-06-28,4552262,673540,sengako01
Cristian Javier,R,HOU,STL,2023-06-28,1452665,664299,javiecr01
Miles Mikolas,R,STL,HOU,2023-06-28,13737,571945,mikolmi01
Aaron Nola,R,PHI,CHC,2023-06-28,21538,605400,nolaaa01
Drew Smyly,L,CHC,PHI,2023-06-28,13432,592767,smylydr01
Joey Wentz,L,DET,TEX,2023-06-28,2440928,666214,wentzjo01
Dane Dunning,R,TEX,DET,2023-06-28,1451963,641540,dunnida01
Logan Allen,L,CLE,KCR,2023-06-28,4652998,671106,allenlo02
Austin Cox,L,KCR,CLE,2023-06-28,2038874,680735,coxau01
Michael Grove,R,LAD,COL,2023-06-28,2039711,675627,grovemi01
Kyle Freeland,L,COL,LAD,2023-06-28,36592,607536,freelky01
Lucas Giolito,R,CHW,LAA,2023-06-28,35242,608337,giolilu01
Jaime Barria,R,LAA,CHW,2023-06-28,38005,642545,barrija01
Zach Eflin,R,TBR,ARI,2023-06-28,35145,621107,eflinza01
Zach Davies,R,ARI,TBR,2023-06-28,22664,605200,davieza02
Domingo German,R,NYY,OAK,2023-06-28,22659,593334,germado01
JP Sears,L,OAK,NYY,2023-06-28,3203908,676664,searsjp01
Joe Musgrove,R,SDP,PIT,2023-06-29,34672,605397,musgrjo01
Luis Ortiz,R,PIT,SDP,2023-06-29,3803321,682847,ortizlu03
Reese Olson,R,DET,TEX,2023-06-29,4266773,681857,olsonre01
Cody Bradford,L,TEX,DET,2023-06-29,4742829,674003,bradfco01
Shane Bieber,R,CLE,KCR,2023-06-29,351838,669456,biebesh01
Zack Greinke,R,KCR,CLE,2023-06-29,11175,425844,greinza01
Clarke Schmidt,R,NYY,OAK,2023-06-29,2039028,657376,schmicl01
Hogan Harris,L,OAK,NYY,2023-06-29,4267224,663687,harriho03
Zack Littell,R,TBR,ARI,2023-06-29,38002,641793,litteza01
Yonny Chirinos,R,ARI,TBR,2023-06-29,38039,,
Lance Lynn,R,CHW,LAA,2023-06-29,11292,458681,lynnla01
Patrick Sandoval,L,LAA,CHW,2023-06-29,1210009,663776,sandopa02
Jesus Luzardo,L,MIA,BOS,2023-06-29,1266776,666200,luzarje01
Brayan Bello,R,BOS,MIA,2023-06-29,3201947,678394,bellobr01
Ryan Walker,R,SFG,TOR,2023-06-29,4764548,676254,walkery01
Chris Bassitt,R,TOR,SFG,2023-06-29,17633,605135,bassich01
Adrian Houser,R,MIL,NYM,2023-06-29,31643,605288,housead01
Max Scherzer,R,NYM,MIL,2023-06-29,10934,453286,scherma01
J.P. France,R,HOU,STL,2023-06-29,4266813,641585,francjp01
Adam Wainwright,R,STL,HOU,2023-06-29,13385,425794,wainwad01
Taijuan Walker,R,PHI,CHC,2023-06-29,15266,592836,walketa01
Kyle Hendricks,R,CHC,PHI,2023-06-29,16517,543294,hendrky01
Emmet Sheehan,R,LAD,COL,2023-06-29,4843650,686218,sheehem01
Chase Anderson,R,COL,LAD,2023-06-29,16064,502624,anderch01
