,Name,Handedness,Team,Opponent,xK,prop_k,over,over_odds,x_over,over_diff,under,under_odds,x_under,under_diff,bet_over,bet_under,commence_time,SO,IP,win,wager_return
19,Sandy Alcantara,R,MIA,COL,4.4,5.5,114.0,0.467,0.28,-0.187,-144.0,0.59,0.72,0.13,0,1,2023-05-24 20:40:00,3,6.0,True,69.44
6,Blake Snell,L,SDP,WAS,5.55,5.5,-148.0,0.597,0.48,-0.117,116.0,0.463,0.52,0.057,0,1,2023-05-25 16:05:00,6,5.0,False,-100.0
8,Alex Faedo,R,DET,CHW,3.67,4.5,108.0,0.481,0.308,-0.173,-138.0,0.58,0.692,0.112,0,1,2023-05-25 18:40:00,10,6.0,False,-100.0
10,Clarke Schmidt,R,NYY,BAL,4.77,4.5,-160.0,0.615,0.519,-0.096,126.0,0.442,0.481,0.039,0,1,2023-05-25 19:05:00,4,5.0,True,126.0
13,Kyle Hendricks,R,CHC,NYM,3.61,3.5,-136.0,0.576,0.486,-0.09,108.0,0.481,0.514,0.033,0,1,2023-05-25 19:40:00,5,4.1,False,-100.0
15,Logan Gilbert,R,SEA,OAK,6.37,7.5,114.0,0.467,0.308,-0.159,-146.0,0.593,0.692,0.099,0,1,2023-05-25 21:40:00,6,8.0,True,68.49
0,Hunter Greene,R,CIN,CHC,7.1,7.5,-104.0,0.51,0.416,-0.094,-122.0,0.55,0.584,0.034,0,1,2023-05-26 14:20:00,11,6.0,False,-100.0
4,Joey Wentz,L,DET,CHW,3.6,4.5,100.0,0.5,0.293,-0.207,-128.0,0.561,0.707,0.146,0,1,2023-05-26 18:40:00,4,4.0,True,78.12
7,Matthew Liberatore,L,STL,CLE,3.73,4.5,130.0,0.435,0.319,-0.116,-166.0,0.624,0.681,0.057,0,1,2023-05-26 19:10:00,2,5.0,True,60.24
11,Louie Varland,R,MIN,TOR,4.67,4.5,-156.0,0.609,0.499,-0.11,124.0,0.446,0.501,0.055,0,1,2023-05-26 20:10:00,3,6.0,True,124.0
13,Freddy Peralta,R,MIL,SFG,6.12,6.5,-118.0,0.541,0.414,-0.127,-106.0,0.515,0.586,0.071,0,1,2023-05-26 20:10:00,4,2.1,True,94.34
19,Reid Detmers,L,LAA,MIA,5.3,5.5,-160.0,0.615,0.436,-0.179,126.0,0.442,0.564,0.122,0,1,2023-05-26 21:38:00,5,5.0,True,126.0
21,James Kaprielian,R,OAK,HOU,3.92,4.5,110.0,0.476,0.355,-0.121,-140.0,0.583,0.645,0.062,0,1,2023-05-26 21:40:00,4,5.0,True,71.43
22,Chris Sale,L,BOS,ARI,5.46,6.5,112.0,0.472,0.308,-0.164,-142.0,0.587,0.692,0.105,0,1,2023-05-26 21:40:00,3,5.0,True,70.42
23,Mitch Keller,R,PIT,SEA,6.16,6.5,-116.0,0.537,0.419,-0.118,-110.0,0.524,0.581,0.057,0,1,2023-05-26 22:10:00,8,6.0,False,-100.0
24,George Kirby,R,SEA,PIT,5.15,5.5,-116.0,0.537,0.41,-0.127,-110.0,0.524,0.59,0.066,0,1,2023-05-26 22:10:00,4,4.2,True,90.91
6,Michael Lorenzen,R,DET,CHW,4.75,4.5,-168.0,0.627,0.515,-0.112,130.0,0.435,0.485,0.05,0,1,2023-05-27 13:10:00,4,6.2,True,130.0
7,Chris Bassitt,R,TOR,MIN,5.07,5.5,-110.0,0.524,0.396,-0.128,-116.0,0.537,0.604,0.067,0,1,2023-05-27 14:10:00,5,4.0,True,86.21
9,Dean Kremer,R,BAL,TEX,4.04,5.5,130.0,0.435,0.222,-0.213,-166.0,0.624,0.778,0.154,0,1,2023-05-27 16:05:00,5,6.1,True,60.24
10,Tyler Glasnow,R,TBR,LAD,4.84,6.5,106.0,0.485,0.215,-0.27,-134.0,0.573,0.785,0.212,0,1,2023-05-27 16:10:00,8,4.1,False,-100.0
13,Josiah Gray,R,WAS,KCR,4.53,4.5,-130.0,0.565,0.473,-0.092,102.0,0.495,0.527,0.032,0,1,2023-05-27 16:10:00,4,4.0,True,102.0
19,Zach Davies,R,ARI,BOS,3.17,3.5,100.0,0.5,0.391,-0.109,-128.0,0.561,0.609,0.048,0,1,2023-05-27 19:15:00,3,3.1,True,78.12
21,Jack Flaherty,R,STL,CLE,4.44,4.5,-122.0,0.55,0.457,-0.093,-104.0,0.51,0.543,0.033,0,1,2023-05-27 19:15:00,4,7.0,True,96.15
1,Eduardo Rodriguez,L,DET,CHW,5.41,5.5,-118.0,0.541,0.455,-0.086,-108.0,0.519,0.545,0.026,0,1,2023-05-28 13:40:00,6,6.0,False,-100.0
3,MacKenzie Gore,L,WAS,KCR,4.58,5.5,108.0,0.481,0.311,-0.17,-138.0,0.58,0.689,0.109,0,1,2023-05-28 14:10:00,11,7.0,False,-100.0
5,Drew Smyly,L,CHC,CIN,4.85,5.5,112.0,0.472,0.358,-0.114,-142.0,0.587,0.642,0.055,0,1,2023-05-28 14:20:00,2,4.2,True,70.42
8,Marco Gonzales,L,SEA,PIT,3.77,4.5,108.0,0.481,0.326,-0.155,-138.0,0.58,0.674,0.094,0,1,2023-05-28 16:10:00,4,5.2,True,72.46
9,Kyle Bradish,R,BAL,TEX,4.43,4.5,-134.0,0.573,0.454,-0.119,104.0,0.49,0.546,0.056,0,1,2023-05-28 13:35:00,4,6.2,True,104.0
13,Hunter Gaddis,R,CLE,STL,2.67,3.5,-156.0,0.609,0.28,-0.329,122.0,0.45,0.72,0.27,0,1,2023-05-28 13:40:00,3,4.2,True,122.0
16,Jose Berrios,R,TOR,MIN,4.54,6.5,126.0,0.442,0.174,-0.268,-160.0,0.615,0.826,0.211,0,1,2023-05-28 14:10:00,5,5.2,True,62.5
20,Eury Perez,R,MIA,LAA,4.9,5.5,116.0,0.463,0.366,-0.097,-146.0,0.593,0.634,0.041,0,1,2023-05-28 16:07:00,3,5.0,True,68.49
22,Tanner Houck,R,BOS,ARI,3.94,4.5,126.0,0.442,0.36,-0.082,-160.0,0.615,0.64,0.025,0,1,2023-05-28 16:10:00,4,4.0,True,62.5
24,Luis Ortiz,R,PIT,SEA,3.64,4.5,-142.0,0.587,0.302,-0.285,112.0,0.472,0.698,0.226,0,1,2023-05-28 16:10:00,6,5.0,False,-100.0
1,Rich Hill,L,PIT,SFG,4.1,5.5,122.0,0.45,0.231,-0.219,-156.0,0.609,0.769,0.16,0,1,2023-05-29 17:05:00,3,6.0,True,64.1
2,Tyler Wells,R,BAL,CLE,3.91,4.5,118.0,0.459,0.353,-0.106,-150.0,0.6,0.647,0.047,0,1,2023-05-29 13:05:00,7,6.0,False,-100.0
3,Nathan Eovaldi,R,TEX,DET,5.76,6.5,102.0,0.495,0.356,-0.139,-130.0,0.565,0.644,0.079,0,1,2023-05-29 13:10:00,4,5.0,True,76.92
4,Taj Bradley,R,TBR,CHC,4.48,5.5,118.0,0.459,0.293,-0.166,-150.0,0.6,0.707,0.107,0,1,2023-05-29 14:20:00,8,5.2,False,-100.0
7,Ryne Nelson,R,ARI,COL,3.41,4.5,124.0,0.446,0.258,-0.188,-156.0,0.609,0.742,0.133,0,1,2023-05-29 16:10:00,1,5.0,True,64.1
9,J.P. France,R,HOU,MIN,4.48,6.5,120.0,0.455,0.166,-0.289,-152.0,0.603,0.834,0.231,0,1,2023-05-29 16:10:00,8,6.0,False,-100.0
12,Griffin Canning,R,LAA,CHW,4.33,4.5,-132.0,0.569,0.436,-0.133,104.0,0.49,0.564,0.074,0,1,2023-05-29 20:10:00,9,6.0,False,-100.0
13,Michael Kopech,R,CHW,LAA,4.65,6.5,108.0,0.481,0.189,-0.292,-138.0,0.58,0.811,0.231,0,1,2023-05-29 20:10:00,10,4.1,False,-100.0
16,Domingo German,R,NYY,SEA,4.56,5.5,100.0,0.5,0.307,-0.193,-128.0,0.561,0.693,0.132,0,1,2023-05-29 21:40:00,4,6.1,True,78.12
17,Bryce Miller,R,SEA,NYY,4.48,5.5,124.0,0.446,0.293,-0.153,-158.0,0.612,0.707,0.095,0,1,2023-05-29 21:40:00,3,4.2,True,63.29
1,Yusei Kikuchi,L,TOR,MIL,4.47,5.5,-136.0,0.576,0.293,-0.283,108.0,0.481,0.707,0.226,0,1,2023-05-30 19:07:00,4,5.0,True,108.0
3,Shane McClanahan,L,TBR,CHC,6.46,6.5,-152.0,0.603,0.467,-0.136,120.0,0.455,0.533,0.078,0,1,2023-05-30 20:05:00,7,5.2,False,-100.0
5,Nestor Cortes,L,NYY,SEA,5.84,6.5,112.0,0.472,0.368,-0.104,-144.0,0.59,0.632,0.042,0,1,2023-05-30 21:40:00,6,5.0,True,69.44
7,JP Sears,L,OAK,ATL,4.74,4.5,-160.0,0.615,0.513,-0.102,126.0,0.442,0.487,0.045,0,1,2023-05-30 21:40:00,2,6.0,True,126.0
8,Alex Faedo,R,DET,TEX,4.15,4.5,-118.0,0.541,0.4,-0.141,-108.0,0.519,0.6,0.081,0,1,2023-05-30 18:40:00,4,4.1,True,92.59
9,Sandy Alcantara,R,MIA,SDP,4.5,5.5,-126.0,0.558,0.298,-0.26,-102.0,0.505,0.702,0.197,0,1,2023-05-30 18:40:00,3,6.1,True,98.04
13,Brayan Bello,R,BOS,CIN,4.57,5.5,-104.0,0.51,0.309,-0.201,-122.0,0.55,0.691,0.141,0,1,2023-05-30 19:10:00,4,4.0,True,81.97
14,Kodai Senga,R,NYM,PHI,4.63,5.5,-140.0,0.583,0.319,-0.264,110.0,0.476,0.681,0.205,0,1,2023-05-30 19:10:00,9,7.0,False,-100.0
15,Miles Mikolas,R,STL,KCR,4.27,4.5,-146.0,0.593,0.423,-0.17,114.0,0.467,0.577,0.11,0,1,2023-05-30 19:45:00,10,8.0,False,-100.0
18,Brandon Bielak,R,HOU,MIN,4.34,4.5,-126.0,0.558,0.437,-0.121,-102.0,0.505,0.563,0.058,0,1,2023-05-30 20:10:00,6,5.2,False,-100.0
19,Lucas Giolito,R,CHW,LAA,5.84,6.5,100.0,0.5,0.369,-0.131,-128.0,0.561,0.631,0.07,0,1,2023-05-30 20:10:00,5,5.0,True,78.12
21,Zac Gallen,R,ARI,COL,5.32,6.5,-108.0,0.519,0.286,-0.233,-118.0,0.541,0.714,0.173,0,1,2023-05-30 21:40:00,7,6.0,False,-100.0
0,Joey Wentz,L,DET,TEX,3.82,4.5,120.0,0.455,0.336,-0.119,-152.0,0.603,0.664,0.061,0,1,2023-05-31 13:10:00,5,4.1,False,-100.0
4,Patrick Corbin,L,WAS,LAD,3.12,4.5,128.0,0.439,0.206,-0.233,-160.0,0.615,0.794,0.179,0,1,2023-05-31 16:10:00,2,5.0,True,62.5
8,Tommy Henry,L,ARI,COL,3.55,4.5,120.0,0.455,0.285,-0.17,-152.0,0.603,0.715,0.112,0,1,2023-05-31 21:40:00,7,7.0,False,-100.0
10,Lance Lynn,R,CHW,LAA,6.06,6.5,-118.0,0.541,0.404,-0.137,-108.0,0.519,0.596,0.077,0,1,2023-05-31 14:10:00,4,4.0,True,92.59
13,Mitch Keller,R,PIT,SFG,5.66,6.5,-122.0,0.55,0.339,-0.211,-106.0,0.515,0.661,0.146,0,1,2023-05-31 15:45:00,8,6.0,False,-100.0
16,Alek Manoah,R,TOR,MIL,4.93,5.5,106.0,0.485,0.372,-0.113,-134.0,0.573,0.628,0.055,0,1,2023-05-31 19:07:00,2,4.0,True,74.63
19,Carlos Carrasco,R,NYM,PHI,4.22,4.5,-102.0,0.505,0.414,-0.091,-126.0,0.558,0.586,0.028,0,1,2023-05-31 19:10:00,4,6.0,True,79.37
21,Hunter Brown,R,HOU,MIN,5.38,7.5,120.0,0.455,0.177,-0.278,-154.0,0.606,0.823,0.217,0,1,2023-05-31 20:10:00,8,4.2,False,-100.0
22,Clarke Schmidt,R,NYY,SEA,4.95,5.5,-154.0,0.606,0.375,-0.231,122.0,0.45,0.625,0.175,0,1,2023-05-31 21:40:00,7,5.2,False,-100.0
0,Jesus Luzardo,L,MIA,KCR,6.11,7.5,102.0,0.495,0.271,-0.224,-130.0,0.565,0.729,0.164,0,1,2023-06-06 18:40:00,8,7.0,False,-100.0
7,Zach Eflin,R,TBR,MIN,5.19,5.5,-120.0,0.545,0.418,-0.127,-106.0,0.515,0.582,0.067,0,1,2023-06-06 18:40:00,9,6.2,False,-100.0
11,Mitch Keller,R,PIT,OAK,5.79,6.5,-126.0,0.558,0.359,-0.199,-102.0,0.505,0.641,0.136,0,1,2023-06-06 19:05:00,1,5.1,True,98.04
13,Kevin Gausman,R,TOR,HOU,6.37,7.5,106.0,0.485,0.309,-0.176,-134.0,0.573,0.691,0.118,0,1,2023-06-06 19:07:00,13,7.0,False,-100.0
14,Shane Bieber,R,CLE,BOS,4.92,5.5,114.0,0.467,0.369,-0.098,-144.0,0.59,0.631,0.041,0,1,2023-06-06 19:10:00,2,5.2,True,69.44
19,Kyle Gibson,R,BAL,MIL,4.26,4.5,-150.0,0.6,0.421,-0.179,120.0,0.455,0.579,0.124,0,1,2023-06-06 19:40:00,7,5.0,False,-100.0
20,Freddy Peralta,R,MIL,BAL,5.42,5.5,-128.0,0.561,0.458,-0.103,100.0,0.5,0.542,0.042,0,1,2023-06-06 19:40:00,9,5.0,False,-100.0
0,Clayton Kershaw,L,LAD,CIN,6.43,7.5,110.0,0.476,0.317,-0.159,-140.0,0.583,0.683,0.1,0,1,2023-06-08 12:35:00,9,7.0,False,-100.0
1,Framber Valdez,L,HOU,TOR,3.75,5.5,118.0,0.459,0.177,-0.282,-150.0,0.6,0.823,0.223,0,1,2023-06-08 19:07:00,5,5.0,True,66.67
3,Reid Detmers,L,LAA,CHC,5.09,6.5,120.0,0.455,0.251,-0.204,-152.0,0.603,0.749,0.146,0,1,2023-06-08 21:38:00,8,5.2,False,-100.0
7,Chase Anderson,R,COL,SFG,3.09,3.5,102.0,0.495,0.372,-0.123,-128.0,0.561,0.628,0.067,0,1,2023-06-08 15:10:00,7,5.1,False,-100.0
10,Jose Berrios,R,TOR,HOU,4.41,4.5,-128.0,0.561,0.452,-0.109,100.0,0.5,0.548,0.048,0,1,2023-06-08 19:07:00,2,6.0,True,100.0
1,Rich Hill,L,PIT,NYM,4.15,4.5,-128.0,0.561,0.4,-0.161,100.0,0.5,0.6,0.1,0,1,2023-06-09 19:05:00,6,7.0,False,-100.0
4,Yusei Kikuchi,L,TOR,MIN,4.54,5.5,-140.0,0.583,0.303,-0.28,110.0,0.476,0.697,0.221,0,1,2023-06-09 19:07:00,4,5.0,True,110.0
6,Jordan Montgomery,L,STL,CIN,4.85,5.5,-108.0,0.519,0.358,-0.161,-118.0,0.541,0.642,0.101,0,1,2023-06-09 20:15:00,6,6.0,False,-100.0
8,Merrill Kelly,R,ARI,DET,4.76,6.5,116.0,0.463,0.204,-0.259,-146.0,0.593,0.796,0.203,0,1,2023-06-09 18:40:00,5,6.1,True,68.49
10,Tyler Glasnow,R,TBR,TEX,5.93,7.5,-134.0,0.573,0.246,-0.327,106.0,0.485,0.754,0.269,0,1,2023-06-09 18:40:00,6,6.0,True,106.0
11,Tylor Megill,R,NYM,PIT,4.23,4.5,-108.0,0.519,0.416,-0.103,-118.0,0.541,0.584,0.043,0,1,2023-06-09 19:05:00,1,3.2,True,84.75
12,Tyler Wells,R,BAL,KCR,4.27,6.5,120.0,0.455,0.141,-0.314,-154.0,0.606,0.859,0.253,0,1,2023-06-09 19:05:00,4,6.2,True,64.94
13,Garrett Whitlock,R,BOS,NYY,4.21,4.5,102.0,0.495,0.411,-0.084,-130.0,0.565,0.589,0.024,0,1,2023-06-09 19:05:00,6,6.1,False,-100.0
1,Cole Irvin,L,BAL,KCR,3.88,4.5,124.0,0.446,0.349,-0.097,-158.0,0.612,0.651,0.039,0,1,2023-06-10 16:05:00,5,5.1,False,-100.0
2,MacKenzie Gore,L,WAS,ATL,4.74,6.5,106.0,0.485,0.201,-0.284,-136.0,0.576,0.799,0.223,0,1,2023-06-10 16:10:00,3,5.0,True,73.53
4,Patrick Sandoval,L,LAA,SEA,4.8,5.5,112.0,0.472,0.349,-0.123,-142.0,0.587,0.651,0.064,0,1,2023-06-10 22:07:00,8,5.0,False,-100.0
5,Ryne Nelson,R,ARI,DET,2.95,4.5,112.0,0.472,0.177,-0.295,-142.0,0.587,0.823,0.236,0,1,2023-06-10 13:10:00,4,5.2,True,70.42
6,Sandy Alcantara,R,MIA,CHW,4.21,5.5,-156.0,0.609,0.249,-0.36,122.0,0.45,0.751,0.301,0,1,2023-06-10 14:10:00,4,7.0,True,122.0
7,Michael Kopech,R,CHW,MIA,4.96,5.5,-150.0,0.6,0.377,-0.223,118.0,0.459,0.623,0.164,0,1,2023-06-10 14:10:00,6,5.0,False,-100.0
8,Miles Mikolas,R,STL,CIN,4.36,4.5,-126.0,0.558,0.442,-0.116,-102.0,0.505,0.558,0.053,0,1,2023-06-10 14:15:00,2,6.0,True,98.04
10,Bobby Miller,R,LAD,PHI,4.68,5.5,102.0,0.495,0.327,-0.168,-130.0,0.565,0.673,0.108,0,1,2023-06-10 16:05:00,7,6.0,False,-100.0
12,Kodai Senga,R,NYM,PIT,4.68,5.5,-126.0,0.558,0.327,-0.231,-102.0,0.505,0.673,0.168,0,1,2023-06-10 16:05:00,6,7.0,False,-100.0
15,Julio Teheran,R,MIL,OAK,3.54,4.5,100.0,0.5,0.282,-0.218,-128.0,0.561,0.718,0.157,0,1,2023-06-10 16:10:00,6,7.0,False,-100.0
17,Taj Bradley,R,TBR,TEX,4.68,5.5,-130.0,0.565,0.327,-0.238,102.0,0.495,0.673,0.178,0,1,2023-06-10 16:10:00,4,3.2,True,102.0
19,Triston McKenzie,R,CLE,HOU,5.32,6.5,110.0,0.476,0.286,-0.19,-140.0,0.583,0.714,0.131,0,1,2023-06-10 18:10:00,5,5.0,True,71.43
20,Tanner Houck,R,BOS,NYY,4.12,5.5,128.0,0.439,0.234,-0.205,-164.0,0.621,0.766,0.145,0,1,2023-06-10 19:35:00,6,6.0,False,-100.0
21,Domingo German,R,NYY,BOS,4.59,5.5,124.0,0.446,0.313,-0.133,-158.0,0.612,0.687,0.075,0,1,2023-06-10 19:35:00,5,6.0,True,63.29
1,Shane McClanahan,L,TBR,TEX,6.5,6.5,-152.0,0.603,0.473,-0.13,120.0,0.455,0.527,0.072,0,1,2023-06-11 13:40:00,5,7.0,True,120.0
3,JP Sears,L,OAK,MIL,4.7,5.5,-146.0,0.593,0.331,-0.262,114.0,0.467,0.669,0.202,0,1,2023-06-11 14:10:00,5,5.0,True,114.0
5,Zac Gallen,R,ARI,DET,5.36,6.5,-110.0,0.524,0.291,-0.233,-116.0,0.537,0.709,0.172,0,1,2023-06-11 11:35:00,5,5.2,True,86.21
7,Shane Bieber,R,CLE,HOU,4.77,4.5,-156.0,0.609,0.518,-0.091,122.0,0.45,0.482,0.032,0,1,2023-06-11 12:40:00,9,7.0,False,-100.0
10,Trevor Williams,R,WAS,ATL,3.53,3.5,-128.0,0.561,0.469,-0.092,100.0,0.5,0.531,0.031,0,1,2023-06-11 13:35:00,6,5.0,False,-100.0
13,Kevin Gausman,R,TOR,MIN,6.53,8.5,106.0,0.485,0.212,-0.273,-134.0,0.573,0.788,0.215,0,1,2023-06-11 13:37:00,4,4.2,True,74.63
15,Freddy Peralta,R,MIL,OAK,5.71,7.5,102.0,0.495,0.217,-0.278,-130.0,0.565,0.783,0.218,0,1,2023-06-11 14:10:00,5,5.0,True,76.92
17,Adam Wainwright,R,STL,CIN,3.91,4.5,104.0,0.49,0.353,-0.137,-134.0,0.573,0.647,0.074,0,1,2023-06-11 14:15:00,2,5.2,True,74.63
21,Griffin Canning,R,LAA,SEA,4.98,5.5,-110.0,0.524,0.38,-0.144,-116.0,0.537,0.62,0.083,0,1,2023-06-11 16:07:00,7,5.0,False,-100.0
22,Brayan Bello,R,BOS,NYY,4.56,5.5,102.0,0.495,0.308,-0.187,-130.0,0.565,0.692,0.127,0,1,2023-06-11 19:10:00,3,7.0,True,76.92
23,Clarke Schmidt,R,NYY,BOS,4.79,4.5,-158.0,0.612,0.522,-0.09,124.0,0.446,0.478,0.032,0,1,2023-06-11 19:10:00,4,5.1,True,124.0
0,James Paxton,L,BOS,COL,6.74,7.5,-116.0,0.537,0.363,-0.174,-112.0,0.528,0.637,0.109,0,1,2023-06-12 19:10:00,8,6.0,False,-100.0
1,Matthew Liberatore,L,STL,SFG,3.77,4.5,116.0,0.463,0.326,-0.137,-148.0,0.597,0.674,0.077,0,1,2023-06-12 19:45:00,5,6.0,False,-100.0
3,Tommy Henry,L,ARI,PHI,3.55,4.5,106.0,0.485,0.285,-0.2,-134.0,0.573,0.715,0.142,0,1,2023-06-12 21:40:00,6,4.2,False,-100.0
4,Jesus Luzardo,L,MIA,SEA,6.18,6.5,-150.0,0.6,0.423,-0.177,118.0,0.459,0.577,0.118,0,1,2023-06-12 21:40:00,3,4.0,True,118.0
9,Zack Greinke,R,KCR,CIN,3.41,3.5,-116.0,0.537,0.443,-0.094,-110.0,0.524,0.557,0.033,0,1,2023-06-12 20:10:00,4,5.0,False,-100.0
10,Zach Eflin,R,TBR,OAK,5.43,5.5,-124.0,0.554,0.459,-0.095,-102.0,0.505,0.541,0.036,0,1,2023-06-12 21:40:00,6,4.2,False,-100.0
0,Patrick Corbin,L,WAS,HOU,2.96,3.5,110.0,0.476,0.345,-0.131,-140.0,0.583,0.655,0.072,0,1,2023-06-13 20:10:00,5,5.0,False,-100.0
5,Kutter Crawford,R,BOS,COL,4.26,4.5,-148.0,0.597,0.422,-0.175,116.0,0.463,0.578,0.115,0,1,2023-06-13 19:10:00,5,4.0,False,-100.0
7,Max Scherzer,R,NYM,NYY,6.32,7.5,104.0,0.49,0.301,-0.189,-130.0,0.565,0.699,0.134,0,1,2023-06-13 19:10:00,2,3.1,True,76.92
11,Jack Flaherty,R,STL,SFG,4.6,5.5,-112.0,0.528,0.314,-0.214,-112.0,0.528,0.686,0.158,0,1,2023-06-13 19:45:00,3,4.1,True,89.29
14,Edward Cabrera,R,MIA,SEA,5.66,6.5,-108.0,0.519,0.339,-0.18,-118.0,0.541,0.661,0.12,0,1,2023-06-13 21:40:00,4,4.0,True,84.75
17,Zach Davies,R,ARI,PHI,3.28,3.5,-122.0,0.55,0.415,-0.135,-104.0,0.51,0.585,0.075,0,1,2023-06-13 21:40:00,4,3.0,False,-100.0
0,Jordan Montgomery,L,STL,SFG,4.81,5.5,110.0,0.476,0.351,-0.125,-140.0,0.583,0.649,0.066,0,1,2023-06-14 13:15:00,7,6.1,False,-100.0
2,Reid Detmers,L,LAA,TEX,5.12,5.5,-132.0,0.569,0.405,-0.164,104.0,0.49,0.595,0.105,0,1,2023-06-14 20:05:00,8,6.0,False,-100.0
